user_id,product_id,rating,timestamp
U0018,A046,4.0,2024-06-01
U0018,A060,4.0,2024-10-17
U0018,A015,3.0,2024-11-04
U0018,A013,4.0,2024-02-24
U0018,A033,1.5,2024-06-20
U0018,A049,3.5,2024-05-25
U0019,A055,2.5,2024-10-17
U0019,A012,4.5,2024-12-11
U0019,A028,2.5,2024-04-08
U0019,A051,3.0,2024-03-30
U0019,A017,3.5,2024-11-08
U0019,A054,4.5,2024-11-23
U0019,A030,4.0,2024-07-26
U0019,A060,3.0,2024-08-06
U0019,A031,4.0,2024-09-20
U0019,A015,3.5,2024-06-16
U0019,A016,3.5,2024-02-14
U0019,A035,3.5,2024-07-24
U0019,A048,4.0,2024-12-08
U0019,A033,4.5,2024-02-18
U0019,A052,4.0,2024-04-04
U0020,A028,3.0,2024-10-25
U0020,A017,3.5,2024-10-20
U0020,A036,4.0,2024-01-06
U0020,A060,4.0,2024-05-13
U0020,A020,2.5,2024-11-30
U0020,A042,2.5,2024-07-03
U0020,A023,2.5,2024-12-20
U0020,A004,3.5,2024-04-30
U0020,A008,4.0,2024-02-01
U0020,A059,3.0,2024-12-07
U0021,A005,2.0,2024-11-10
U0021,A019,4.0,2024-04-23
U0021,A057,2.5,2024-04-22
U0021,A020,4.5,2024-03-09
U0021,A015,3.5,2024-09-01
U0021,A043,3.5,2024-03-19
U0021,A044,3.5,2024-08-20
U0021,A011,4.5,2024-11-06
U0021,A035,2.5,2024-07-10
U0022,A055,3.5,2024-03-25
U0022,A024,3.5,2024-06-16
U0022,A054,3.5,2024-09-23
U0022,A036,3.0,2024-08-14
U0022,A026,3.0,2024-02-29
U0022,A020,3.5,2024-12-14
U0022,A016,3.5,2024-04-15
U0022,A039,3.5,2024-10-25
U0022,A021,3.5,2024-09-07
U0022,A009,3.0,2024-02-16
U0022,A050,4.0,2024-09-18
U0022,A048,2.5,2024-08-16
U0022,A049,3.0,2024-01-29
U0022,A010,5.0,2024-08-20
U0023,A051,2.5,2024-01-24
U0023,A030,3.0,2024-08-04
U0023,A045,1.5,2024-06-25
U0023,A040,2.5,2024-12-24
U0023,A031,2.5,2024-02-02
U0023,A013,3.0,2024-10-04
U0023,A042,3.0,2024-01-31
U0023,A039,4.0,2024-02-05
U0023,A027,4.0,2024-08-29
U0023,A029,3.0,2024-01-17
U0024,A055,4.0,2024-03-01
U0024,A018,2.0,2024-04-01
U0024,A019,2.5,2024-10-02
U0024,A040,2.5,2024-07-20
U0024,A053,3.5,2024-09-27
U0024,A037,3.0,2024-03-06
U0024,A006,2.0,2024-04-24
U0024,A038,3.5,2024-01-02
U0024,A033,2.0,2024-01-12
U0024,A058,3.0,2024-06-01
U0024,A049,2.5,2024-08-25
U0024,A029,2.5,2024-12-10
U0025,A034,4.0,2024-05-03
U0025,A019,4.0,2024-04-15
U0025,A057,2.5,2024-02-04
U0025,A060,2.0,2024-02-21
U0025,A041,2.0,2024-10-31
U0025,A016,3.0,2024-01-18
U0025,A022,3.0,2024-08-16
U0025,A031,2.0,2024-11-02
U0025,A044,3.0,2024-12-10
U0025,A008,3.0,2024-12-26
U0025,A058,3.5,2024-01-25
U0025,A027,3.0,2024-05-05
U0025,A012,4.5,2024-01-23
U0025,A014,4.0,2024-07-24
U0026,A025,2.5,2024-10-29
U0026,A036,2.5,2024-03-30
U0026,A026,3.0,2024-11-16
U0026,A019,2.5,2024-12-13
U0026,A022,2.0,2024-08-06
U0026,A039,3.0,2024-10-11
U0026,A016,3.5,2024-09-10
U0026,A021,2.0,2024-01-25
U0026,A009,3.5,2024-06-25
U0026,A027,2.5,2024-11-25
U0026,A004,2.5,2024-12-09
U0026,A001,3.5,2024-07-14
U0026,A059,2.5,2024-09-25
U0026,A003,3.0,2024-06-12
U0026,A012,3.0,2024-12-22
U0027,A033,4.5,2024-10-12
U0027,A007,3.5,2024-09-28
U0027,A047,3.5,2024-03-09
U0027,A030,4.0,2024-07-17
U0027,A019,3.5,2024-05-04
U0027,A045,2.5,2024-05-10
U0027,A015,2.0,2024-04-14
U0027,A042,2.5,2024-06-18
U0027,A038,2.5,2024-11-27
U0027,A004,4.0,2024-02-10
U0027,A059,4.0,2024-08-18
U0027,A003,3.5,2024-07-08
U0027,A035,2.5,2024-02-17
U0027,A029,4.5,2024-10-01
U0028,A024,4.5,2024-01-08
U0028,A005,3.0,2024-04-18
U0028,A034,1.5,2024-04-07
U0028,A030,3.5,2024-03-01
U0028,A053,3.0,2024-09-02
U0028,A042,3.5,2024-05-04
U0028,A006,3.0,2024-12-22
U0028,A004,4.0,2024-11-05
U0028,A039,4.0,2024-12-26
U0028,A011,3.5,2024-04-14
U0028,A035,3.0,2024-07-22
U0029,A055,3.0,2024-08-28
U0029,A008,3.5,2024-06-12
U0029,A018,1.5,2024-04-14
U0029,A024,2.0,2024-07-08
U0029,A017,3.0,2024-06-09
U0029,A045,3.0,2024-07-30
U0029,A043,3.0,2024-01-24
U0029,A020,2.0,2024-10-15
U0029,A009,2.5,2024-04-23
U0029,A059,3.5,2024-03-15
U0029,A052,3.5,2024-01-09
U0030,A055,3.5,2024-09-07
U0030,A051,3.5,2024-11-24
U0030,A034,2.0,2024-09-08
U0030,A036,3.0,2024-08-23
U0030,A060,3.5,2024-03-27
U0030,A042,3.0,2024-06-29
U0030,A050,3.5,2024-03-27
U0030,A056,3.5,2024-03-12
U0030,A033,3.0,2024-10-06
U0030,A010,2.5,2024-09-07
U0030,A035,4.0,2024-04-04
U0030,A029,3.5,2024-10-04
U0031,A026,4.0,2024-02-04
U0031,A013,4.5,2024-12-28
U0031,A009,2.0,2024-03-18
U0031,A023,2.5,2024-01-05
U0031,A037,4.0,2024-04-21
U0031,A048,4.5,2024-09-15
U0031,A011,3.0,2024-08-21
U0031,A049,3.5,2024-07-10
U0032,A001,4.0,2024-01-09
U0032,A045,4.0,2024-09-28
U0032,A060,2.5,2024-05-20
U0032,A022,5.0,2024-10-01
U0032,A023,4.0,2024-05-26
U0032,A009,3.0,2024-01-09
U0032,A038,4.0,2024-09-14
U0032,A039,5.0,2024-12-23
U0033,A028,2.5,2024-07-26
U0033,A018,2.5,2024-08-23
U0033,A024,3.5,2024-10-16
U0033,A032,2.0,2024-05-04
U0033,A007,2.5,2024-12-22
U0033,A002,3.0,2024-04-25
U0033,A017,2.0,2024-06-02
U0033,A043,4.5,2024-12-16
U0033,A050,2.5,2024-02-11
U0033,A009,2.5,2024-11-30
U0033,A042,2.5,2024-11-28
U0033,A056,4.5,2024-01-17
U0033,A058,3.5,2024-02-17
U0033,A003,2.5,2024-07-26
U0034,A025,2.5,2024-01-24
U0034,A034,2.0,2024-02-08
U0034,A030,3.0,2024-12-16
U0034,A017,3.0,2024-05-23
U0034,A057,2.5,2024-10-05
U0034,A060,3.0,2024-10-15
U0034,A039,4.0,2024-12-02
U0034,A022,4.0,2024-01-17
U0034,A048,3.0,2024-04-01
U0034,A016,3.0,2024-06-10
U0034,A037,3.0,2024-01-09
U0034,A038,3.5,2024-04-16
U0034,A001,3.0,2024-10-27
U0034,A059,3.5,2024-03-14
U0035,A029,2.5,2024-04-28
U0035,A034,3.0,2024-02-08
U0035,A036,4.0,2024-06-23
U0035,A040,4.0,2024-11-05
U0035,A057,2.5,2024-11-10
U0035,A022,4.0,2024-10-31
U0035,A060,3.0,2024-07-22
U0035,A015,4.0,2024-06-16
U0035,A009,3.0,2024-01-16
U0035,A001,4.0,2024-11-20
U0035,A059,2.5,2024-05-19
U0035,A058,3.0,2024-08-18
U0035,A052,4.0,2024-09-08
U0035,A014,1.5,2024-04-26
U0036,A028,2.5,2024-02-16
U0036,A002,4.5,2024-01-03
U0036,A051,4.5,2024-06-06
U0036,A040,2.5,2024-08-15
U0036,A041,3.0,2024-07-03
U0036,A053,3.0,2024-05-18
U0036,A037,3.5,2024-02-22
U0036,A050,3.5,2024-03-08
U0036,A056,4.0,2024-02-14
U0036,A033,3.5,2024-04-05
U0036,A029,5.0,2024-08-08
U0036,A035,2.5,2024-08-17
U0036,A014,2.0,2024-10-12
U0037,A055,3.0,2024-10-19
U0037,A018,3.5,2024-09-23
U0037,A002,4.0,2024-03-27
U0037,A051,4.5,2024-12-16
U0037,A036,5.0,2024-07-13
U0037,A045,3.5,2024-03-27
U0037,A057,1.5,2024-03-12
U0037,A022,3.0,2024-05-17
U0037,A026,4.5,2024-06-03
U0037,A023,4.0,2024-05-17
U0037,A037,3.5,2024-09-09
U0037,A048,3.5,2024-03-15
U0037,A012,2.5,2024-02-02
U0037,A014,4.5,2024-03-26
U0038,A008,2.5,2024-06-04
U0038,A002,4.0,2024-01-04
U0038,A018,4.0,2024-07-21
U0038,A017,2.0,2024-06-19
U0038,A025,2.5,2024-11-13
U0038,A060,3.5,2024-07-13
U0038,A020,3.5,2024-06-17
U0038,A016,5.0,2024-08-13
U0038,A042,2.5,2024-06-20
U0038,A056,4.0,2024-08-08
U0038,A038,3.5,2024-11-29
U0038,A048,2.0,2024-10-31
U0038,A059,3.0,2024-03-10
U0038,A010,3.5,2024-06-02
U0039,A034,2.0,2024-02-28
U0039,A036,2.5,2024-10-15
U0039,A030,2.5,2024-04-12
U0039,A019,3.0,2024-10-30
U0039,A026,2.5,2024-10-06
U0039,A022,2.5,2024-04-02
U0039,A037,3.0,2024-12-15
U0039,A006,3.5,2024-10-08
U0039,A038,4.5,2024-01-14
U0039,A044,3.0,2024-08-24
U0039,A033,3.5,2024-12-28
U0039,A059,2.0,2024-04-17
U0039,A035,4.0,2024-08-12
U0040,A007,4.0,2024-09-02
U0040,A024,3.0,2024-10-25
U0040,A060,2.5,2024-07-24
U0040,A041,3.0,2024-09-30
U0040,A020,3.5,2024-09-16
U0040,A022,3.5,2024-12-20
U0040,A042,3.5,2024-08-02
U0040,A053,2.0,2024-10-05
U0040,A038,3.5,2024-01-19
U0040,A059,3.0,2024-07-03
U0040,A035,3.0,2024-12-25
U0040,A014,4.0,2024-10-01
U0041,A028,1.5,2024-08-08
U0041,A018,3.0,2024-02-24
U0041,A045,3.5,2024-01-06
U0041,A022,3.5,2024-02-20
U0041,A015,4.5,2024-05-12
U0041,A042,4.5,2024-04-23
U0041,A023,2.0,2024-09-18
U0041,A048,2.0,2024-09-22
U0041,A011,3.5,2024-10-12
U0042,A032,3.0,2024-05-31
U0042,A054,4.0,2024-07-31
U0042,A036,4.0,2024-02-13
U0042,A046,3.5,2024-02-29
U0042,A022,3.0,2024-03-13
U0042,A060,3.0,2024-06-27
U0042,A020,3.0,2024-06-08
U0042,A015,4.0,2024-06-24
U0042,A021,2.0,2024-08-21
U0042,A006,4.0,2024-04-15
U0042,A001,3.5,2024-09-23
U0043,A028,3.0,2024-09-21
U0043,A012,2.0,2024-03-30
U0043,A002,3.0,2024-10-09
U0043,A032,4.0,2024-03-22
U0043,A024,3.5,2024-06-18
U0043,A047,3.0,2024-10-13
U0043,A036,3.5,2024-08-06
U0043,A034,3.5,2024-08-24
U0043,A046,4.0,2024-04-28
U0043,A057,3.0,2024-07-26
U0043,A043,3.0,2024-11-18
U0043,A015,2.0,2024-04-04
U0043,A038,2.5,2024-04-05
U0043,A052,4.0,2024-11-23
U0043,A014,4.0,2024-12-02
U0044,A007,4.0,2024-10-01
U0044,A032,3.5,2024-04-05
U0044,A047,3.5,2024-07-06
U0044,A030,3.5,2024-06-15
U0044,A019,3.0,2024-04-10
U0044,A026,3.0,2024-08-22
U0044,A022,3.5,2024-02-28
U0044,A057,3.5,2024-05-14
U0044,A042,3.5,2024-12-09
U0044,A023,3.0,2024-09-07
U0044,A050,4.5,2024-09-27
U0044,A010,3.0,2024-11-23
U0044,A035,3.0,2024-06-09
U0044,A029,3.0,2024-11-01
U0045,A018,4.5,2024-07-10
U0045,A002,2.0,2024-12-21
U0045,A032,2.0,2024-03-13
U0045,A040,3.5,2024-09-18
U0045,A003,2.0,2024-07-17
U0045,A060,2.5,2024-08-02
U0045,A041,3.0,2024-11-01
U0045,A043,3.5,2024-03-11
U0045,A006,2.5,2024-10-21
U0045,A038,4.0,2024-07-15
U0045,A059,4.0,2024-08-04
U0045,A058,2.5,2024-04-05
U0045,A004,4.0,2024-09-06
U0045,A052,3.0,2024-11-21
U0046,A044,3.0,2024-09-05
U0046,A036,3.5,2024-03-10
U0046,A030,3.0,2024-04-09
U0046,A046,4.5,2024-07-15
U0046,A031,1.0,2024-10-14
U0046,A009,3.0,2024-09-15
U0046,A039,4.0,2024-11-30
U0046,A059,3.5,2024-09-10
U0046,A058,5.0,2024-07-28
U0046,A049,3.0,2024-12-16
U0047,A055,3.0,2024-09-18
U0047,A034,2.0,2024-02-27
U0047,A058,3.5,2024-10-20
U0047,A040,2.0,2024-02-28
U0047,A060,3.5,2024-05-17
U0047,A020,4.0,2024-10-05
U0047,A041,2.5,2024-07-06
U0047,A022,3.5,2024-10-04
U0047,A023,4.0,2024-01-22
U0047,A004,3.0,2024-08-13
U0047,A039,4.0,2024-10-06
U0047,A008,1.5,2024-04-21
U0047,A059,4.0,2024-08-05
U0047,A027,3.0,2024-02-22
U0047,A029,3.0,2024-11-30
U0048,A028,3.0,2024-12-29
U0048,A044,3.0,2024-11-08
U0048,A024,2.5,2024-11-19
U0048,A017,4.0,2024-08-07
U0048,A030,2.0,2024-03-25
U0048,A040,3.5,2024-11-11
U0048,A046,2.5,2024-03-12
U0048,A050,2.0,2024-04-15
U0048,A042,1.5,2024-04-15
U0048,A001,3.0,2024-01-31
U0048,A035,2.0,2024-10-18
U0049,A049,3.5,2024-03-08
U0049,A028,2.5,2024-05-07
U0049,A012,4.0,2024-03-15
U0049,A024,3.5,2024-12-30
U0049,A007,4.5,2024-06-13
U0049,A005,3.5,2024-05-06
U0049,A025,2.0,2024-12-12
U0049,A043,4.5,2024-07-20
U0049,A013,2.0,2024-09-07
U0049,A021,2.0,2024-03-13
U0049,A011,3.0,2024-10-22
U0049,A003,3.0,2024-11-19
U0049,A035,4.0,2024-05-17
U0050,A012,3.5,2024-08-22
U0050,A007,3.0,2024-11-21
U0050,A024,3.0,2024-12-06
U0050,A030,3.5,2024-12-23
U0050,A057,2.5,2024-07-02
U0050,A060,2.5,2024-02-02
U0050,A031,3.0,2024-09-30
U0050,A009,4.0,2024-07-22
U0050,A038,1.0,2024-04-21
U0050,A044,3.5,2024-08-07
U0050,A014,3.0,2024-04-18
U0050,A027,2.0,2024-09-10
U0050,A052,3.5,2024-05-17
U0050,A029,3.5,2024-06-14
U0051,A028,3.5,2024-08-07
U0051,A018,5.0,2024-04-13
U0051,A002,3.0,2024-12-18
U0051,A025,3.5,2024-03-08
U0051,A047,4.5,2024-11-28
U0051,A057,2.0,2024-06-03
U0051,A031,3.0,2024-03-22
U0051,A041,4.0,2024-05-20
U0051,A023,3.0,2024-02-17
U0051,A038,3.5,2024-12-01
U0051,A008,3.0,2024-07-03
U0051,A014,3.0,2024-05-08
U0052,A028,3.5,2024-04-19
U0052,A033,3.5,2024-09-01
U0052,A032,4.5,2024-02-09
U0052,A040,2.5,2024-03-08
U0052,A057,3.5,2024-10-30
U0052,A060,3.0,2024-04-25
U0052,A031,4.0,2024-09-22
U0052,A050,3.0,2024-12-14
U0052,A059,2.5,2024-08-15
U0053,A024,3.5,2024-07-15
U0053,A032,5.0,2024-02-15
U0053,A025,4.5,2024-02-22
U0053,A030,2.5,2024-02-22
U0053,A045,3.5,2024-06-09
U0053,A026,2.5,2024-07-07
U0053,A013,3.5,2024-06-02
U0053,A059,4.5,2024-03-11
U0054,A018,4.0,2024-04-21
U0054,A007,3.0,2024-02-14
U0054,A047,3.0,2024-02-21
U0054,A022,4.5,2024-03-12
U0054,A020,4.0,2024-03-04
U0054,A015,4.0,2024-10-28
U0054,A021,4.0,2024-07-15
U0054,A050,3.5,2024-06-28
U0054,A038,3.5,2024-08-07
U0054,A033,3.5,2024-06-10
U0054,A011,3.0,2024-03-12
U0054,A049,3.5,2024-05-06
U0054,A010,3.5,2024-05-21
U0054,A014,4.0,2024-11-26
U0055,A012,3.0,2024-07-16
U0055,A008,3.5,2024-02-27
U0055,A026,2.5,2024-05-03
U0055,A057,2.0,2024-09-12
U0055,A050,3.5,2024-11-22
U0055,A004,4.0,2024-10-31
U0055,A059,3.0,2024-02-06
U0055,A035,4.0,2024-09-27
U0055,A029,3.0,2024-01-07
U0056,A001,2.0,2024-01-31
U0056,A032,3.5,2024-07-22
U0056,A017,4.0,2024-09-16
U0056,A045,2.5,2024-05-26
U0056,A046,2.5,2024-11-17
U0056,A057,2.5,2024-12-30
U0056,A041,3.5,2024-09-13
U0056,A031,2.5,2024-07-31
U0056,A026,3.0,2024-08-04
U0056,A006,2.5,2024-12-25
U0056,A044,4.5,2024-07-24
U0056,A033,3.0,2024-02-12
U0056,A029,4.0,2024-11-23
U0057,A024,3.5,2024-08-11
U0057,A051,3.5,2024-05-02
U0057,A026,3.5,2024-01-30
U0057,A057,4.0,2024-05-05
U0057,A041,3.5,2024-02-14
U0057,A043,2.0,2024-08-10
U0057,A009,2.5,2024-02-29
U0057,A006,5.0,2024-08-20
U0057,A037,3.5,2024-11-09
U0057,A012,4.5,2024-11-07
U0058,A018,4.0,2024-09-24
U0058,A032,4.0,2024-09-21
U0058,A030,2.5,2024-05-12
U0058,A015,3.5,2024-03-26
U0058,A035,1.5,2024-07-09
U0058,A039,4.0,2024-03-05
U0058,A049,2.0,2024-05-17
U0058,A012,2.5,2024-03-01
U0059,A028,3.5,2024-01-29
U0059,A055,2.5,2024-09-12
U0059,A024,1.5,2024-10-17
U0059,A046,3.5,2024-03-26
U0059,A043,4.5,2024-07-07
U0059,A020,3.5,2024-03-21
U0059,A053,3.5,2024-05-10
U0059,A059,3.5,2024-02-22
U0060,A055,3.5,2024-03-17
U0060,A018,5.0,2024-04-01
U0060,A047,4.0,2024-01-19
U0060,A034,4.0,2024-10-10
U0060,A030,4.0,2024-12-01
U0060,A019,4.5,2024-08-02
U0060,A039,4.0,2024-04-24
U0060,A050,4.0,2024-06-13
U0060,A001,3.0,2024-05-07
U0061,A028,3.5,2024-06-08
U0061,A055,2.0,2024-06-16
U0061,A007,2.5,2024-02-14
U0061,A032,2.5,2024-10-10
U0061,A002,2.0,2024-08-21
U0061,A036,3.0,2024-01-05
U0061,A030,2.0,2024-07-07
U0061,A057,3.0,2024-04-12
U0061,A022,2.5,2024-05-29
U0061,A016,3.0,2024-10-15
U0061,A023,4.0,2024-06-04
U0061,A059,3.5,2024-11-14
U0061,A058,3.0,2024-05-04
U0061,A035,2.5,2024-08-25
U0062,A055,2.5,2024-06-06
U0062,A028,4.0,2024-02-23
U0062,A018,3.0,2024-04-15
U0062,A034,2.5,2024-09-28
U0062,A047,3.0,2024-05-01
U0062,A046,3.5,2024-08-02
U0062,A031,2.5,2024-09-08
U0062,A053,2.5,2024-01-31
U0062,A023,5.0,2024-03-13
U0062,A050,2.5,2024-12-30
U0062,A058,3.0,2024-05-23
U0062,A049,3.0,2024-02-17
U0062,A029,3.0,2024-01-23
U0063,A032,3.5,2024-05-13
U0063,A051,2.5,2024-06-10
U0063,A057,3.0,2024-07-20
U0063,A060,3.0,2024-12-24
U0063,A015,2.5,2024-06-16
U0063,A037,4.0,2024-06-11
U0063,A039,3.5,2024-08-19
U0063,A033,3.0,2024-05-19
U0063,A058,3.5,2024-04-29
U0063,A052,3.0,2024-02-08
U0063,A029,2.5,2024-04-13
U0064,A029,3.0,2024-04-16
U0064,A032,3.0,2024-08-19
U0064,A054,4.5,2024-06-06
U0064,A046,5.0,2024-08-25
U0064,A009,3.5,2024-05-15
U0064,A044,3.0,2024-03-02
U0064,A033,2.5,2024-02-16
U0064,A058,3.5,2024-03-21
U0064,A059,4.5,2024-12-17
U0064,A014,3.0,2024-06-04
U0065,A034,3.0,2024-12-12
U0065,A057,4.0,2024-06-02
U0065,A060,4.5,2024-05-13
U0065,A023,2.5,2024-03-30
U0065,A006,2.0,2024-01-16
U0065,A058,3.5,2024-07-26
U0065,A003,2.0,2024-08-19
U0065,A052,2.0,2024-10-11
U0066,A001,3.5,2024-12-17
U0066,A002,4.5,2024-11-18
U0066,A034,2.0,2024-11-26
U0066,A040,2.5,2024-02-13
U0066,A057,3.5,2024-10-25
U0066,A060,3.0,2024-10-27
U0066,A041,4.0,2024-05-12
U0066,A042,3.0,2024-02-08
U0066,A006,2.5,2024-01-12
U0066,A048,3.0,2024-02-03
U0066,A049,2.0,2024-04-11
U0067,A028,2.5,2024-04-19
U0067,A002,4.0,2024-04-05
U0067,A047,3.5,2024-05-20
U0067,A019,3.0,2024-05-23
U0067,A057,4.0,2024-08-16
U0067,A020,3.5,2024-03-17
U0067,A015,2.5,2024-01-18
U0067,A053,2.5,2024-11-10
U0067,A023,3.5,2024-11-13
U0067,A037,3.5,2024-11-11
U0067,A033,3.5,2024-05-05
